DMS Customer,Outlet Name,Latitude,Longitude,Channel,Apr'24,May'24,Jun'24,Jul'24,Aug'24,Sep'24,Oct'24,Nov'24,Dec'24,Jan'25,Feb'25,Mar'25,Annual Sale,Apr'24_Active,May'24_Active,Jun'24_Active,Jul'24_Active,Aug'24_Active,Sep'24_Active,Oct'24_Active,Nov'24_Active,Dec'24_Active,Jan'25_Active,Feb'25_Active,Mar'25_Active,Churn,KITCHEN CLEANER,SURFACE DISINFECTANT,YOGA BAR,AGARBATTI,ANTISEPTIC LIQUID,ATTA,BISCUITS,BREAKFAST CEREALS,CHOCOLATES,CONFECTIONERY,CREAM,DEODORANT,FLOOR CLEANER,GHEE,HAND SANITIZER,HAND WASH,JUICES,MATCHES,NOODLES,OTHER PC PRODUCTS,PASTA,SALT,SHOWER GEL,SNACKS-BINGO,SPICES,TALC,TOILET SOAP,Pop Density (#/km2),Building Count,% built up area,Build Area growth %,Average Rent,Road_Density_m_per_sqkm,Intersection_Count,School,Corporate,Hotel,Temple,University,POI,Total Retail Outlet,months_active,growth_rate,cv,expected_loss,cum_loss,cum_share
AH3073CIS659EXP23-51,SHREE KRISHNA KIRANA,21.193101,72.729239,Retail,7480.259999999999,5143.599999999999,4722.97,8301.54,9297.046,5588.389999999999,7263.5632,2755.2962,5893.589800000001,5710.2965,3734.654,4040.6186,69931.8243,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,24803.0449,19349.5958,5029.8269,413.272,6973.0305,0.0,0.0,0.0,0.0,0.0,0.0,160.823,0.0,6815.8202,0.0,0.0,0.0,0.0,6386.411,0.0,0.0,0.0,9534.279296875,214.826015416831,38.32803367432628,25.3150452350583,11.91,62063.2016437742,99.0,0.0,0.0,0.0,0.0,0.0,79.0,159.0,12,-0.45982912358655176,0.334208916316693,32156.68947867772,49030340.3694472,0.6763551217236906
AH2988CIS149370,PUNJAB KARIYANA STORE,21.116492,72.849518,Retail,9452.343756999999,10136.34036,4185.299999999999,14595.101427,7304.123779,13306.965253,9698.063800000002,3298.3255,13907.7565,5560.282700000001,6843.7655,6555.883699999999,104844.252276,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,40938.938101,45506.235197,2661.691276,408.876655,1126.496248,0.0,0.0,0.0,0.0,0.0,0.0,1816.4241,0.0,11862.028599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.5621,9388.8935546875,213.908117928999,34.84968595719952,29.7274672973759,8.92,48118.60572124406,108.0,0.0,0.0,0.0,0.0,0.0,13.0,27.0,12,-0.3064277105722799,0.43118478075129263,32127.184191597225,49062467.5536388,0.676798304157482
AH3123ITC1728499,KRISHNA KARIANA,21.182642,72.835433,Retail,4923.760000000001,5616.809999999999,9273.300000000001,4539.290000000001,5313.628089,2627.45,-78.48999999999998,208.3523,110.7439,26.39,101.462,-0.0162,32662.680089,1,1,1,1,1,1,0,1,1,1,1,0,0,0.0,0.0,0.0,69.222,0.0,0.0,28458.139689,0.0,0.0,786.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.5439,1750.82,0.0,0.0,0.0,0.0,555.7438,0.0,0.0,424.3507,12343.677734375,219.751540483945,43.13721081595519,14.7803932127832,15.91,62101.14445543524,79.0,0.0,0.0,0.0,0.0,0.0,63.0,126.0,10,-0.9793933904168806,0.9679713805551095,31989.61299246765,49094457.16663127,0.6772395888482751
AH3073CIS659EXP19KH6922,SHREE JEE KIRANA,21.195428,72.730035,Retail,7562.660000000001,2371.63,11090.31,6093.21,5527.725,11726.09,7515.0678,6973.2612,6115.6897,7236.5388,7389.4984,4698.458900000001,84300.13979999999,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,2278.0208,0.0,33039.2589,26596.729,10480.2718,0.0,2961.4449,0.0,1828.4868,0.0,0.0,0.0,0.0,160.823,1245.55,4451.135,0.0,0.0,0.0,197.19,156.5996,0.0,0.0,904.63,9534.279296875,214.826015416831,38.32803367432628,25.3150452350583,11.91,62063.2016437742,99.0,0.0,0.0,0.0,0.0,0.0,79.0,159.0,12,-0.3787293227514684,0.35996314001897894,31926.934854308103,49126384.10148557,0.6776800089177043
AH3073CIS659KH58,SHRI HARE KRISHNA SUPER STORE,21.214166,72.774771,Retail,5854.87,7523.710000000001,10969.67,5210.666130000001,7376.364686999999,3667.559999999999,3684.0818,3873.8948,2006.3962,4367.7855,1894.8632,2702.9213,59132.783617,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,3329.8584,0.0,30422.369103,8969.701742,3039.00664,1239.816,1063.6409,0.0,0.0,0.0,0.0,0.0,0.0,160.8232,3354.5266,2297.197445,0.0,0.0,0.0,0.0,509.9682,0.0,0.0,4745.875387,10323.109375,120.431616393608,33.7457824699828,41.7135636801424,11.92,29648.170686117,41.0,0.0,0.0,1.0,0.0,0.0,87.0,173.0,12,-0.53834648762474,0.5383751126231693,31833.92636368572,49158218.02784926,0.6781191459699543
AH2886ITC2576175,LALIT TREDERS,21.21278,72.857798,Retail,8211.58,2286.79,6585.41,4661.680160999999,3419.780000000001,2511.86,2491.4211,1659.2676,2920.4874,1687.7177,2155.4932,1739.5354,40331.022561,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,30126.212082,5660.8176,282.4,0.0,856.3622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405.230679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11563.4375,379.840193332124,58.04116049078559,13.8182317807628,11.93,57132.06004140437,84.0,0.0,0.0,0.0,0.0,0.0,79.0,159.0,12,-0.7881606950184022,0.622981434643154,31787.32677248062,49190005.35462174,0.6785576401983539
AH3123ITC1728484,PATEL KIRANA & GENERAL STORE,21.171717,72.85533,Retail,8582.36,9147.41,11230.5,8005.2,5593.17,9392.717964,7154.449999999999,5765.7141,6444.719899999999,5419.879400000001,8916.6419,5593.9518,91246.71506399999,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64611.899916,1854.6612,206.64,10531.713048,0.0,0.0,0.0,0.0,0.0,0.0,311.6234,0.0,13730.1775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12960.93359375,148.048273268062,28.64781867419208,35.1414490446451,14.97,32240.32750649704,50.0,0.0,0.0,0.0,0.0,0.0,63.0,126.0,12,-0.34820354774207235,0.24874861930950656,31772.429905094792,49221777.78452683,0.6789959289300656
AH3073CIS659EXP20KH0020,THE S S SUPER MART,21.237285,72.778437,Retail,28597.007,35199.48,23985.70057399999,8471.279999999999,22592.217,23577.897147,15206.854,29637.1425,27094.4254,19969.054,-3881.774700000002,25057.9088,255507.191721,1,1,1,1,1,1,1,1,1,1,0,1,0,0.0,0.0,3654.2416,4980.1579,594.8306,120193.315165,39964.920551,10160.0551,619.9159999999999,2953.0273,0.0,4267.4956,0.0,0.0,0.0,3017.7018,1179.8182,3035.3492,9873.615105,0.0,1185.8957,0.0,12625.935,3514.7242,0.0,0.0,33686.1927,6472.41064453125,47.4914961788883,11.02650876762384,47.2722608404944,9.4,29594.13311415795,16.0,0.0,0.0,1.0,0.0,0.0,66.0,130.0,11,-0.12375764358836142,0.30696870313474967,31620.967967270648,49253398.752494104,0.6794321283012584
AH3123ITC1726353,PATEL KIRANA STORES,21.188168,72.865044,Retail,10005.18,6727.119999999999,6574.889999999999,11128.53,9354.293962,9907.68,6189.23,8012.315199999999,7333.2718,9280.035899999999,5457.791,6741.6016,96711.939462,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,2355.0251,0.0,36932.9272,12961.673962,2321.453,0.0,1098.2485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35577.4821,3452.07,0.0,0.0,0.0,0.0,228.5996,0.0,0.0,1784.46,11970.00390625,214.09394153351,40.6140196672,20.5896694691411,10.46,81570.80031359421,129.0,0.0,0.0,0.0,0.0,0.0,96.0,192.0,12,-0.3261888741631509,0.22539963048771408,31546.358651244584,49284945.11114535,0.679867298464972
AH3123ITC1728222,BHERUNATH KIRANA,21.152229,72.812365,Retail,20786.5,18997.1,11540.48,25404.65,24498.972887,24356.229817,24047.42401200001,11767.2513,21127.2361,24862.34439999999,18316.6462,18105.0348,243809.869516,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,149411.018982,5982.5176,8890.03088,26605.84547,0.0,0.0,0.0,0.0,0.0,0.0,4765.460129,193.8,29464.462859,0.0,0.0,0.0,0.0,16723.234996,0.0,0.0,1773.4986,8205.171875,327.34541410729,46.6715331606096,13.3057925245758,16.05,64356.76822836589,114.0,0.0,0.0,0.0,0.0,0.0,47.0,94.0,12,-0.1290003223245794,0.23739506037753155,31451.551753477645,49316396.66289882,0.6803011608031554
AH3123ITC17213221,& VIRATRA VAKLAMAA SUPER ,21.158028,72.869051,Retail,13862.26,11133.52,12262.93,16190.5,15791.28,12563.73,4696.92,8681.297199999999,8437.1773,9587.3521,7346.8945,10557.739,131111.6001,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,3941.8,68782.8134,5096.9722,619.92,15296.8804,0.0,0.0,0.0,0.0,0.0,0.0,643.2922,0.0,31695.0119,0.0,0.0,0.0,0.0,5034.91,0.0,0.0,0.0,12810.2685546875,400.486207811457,56.36606654298441,18.9035178517458,10.89,86241.51047835719,187.0,0.0,0.0,0.0,0.0,0.0,51.0,102.0,12,-0.23838255811099793,0.3137832619306369,31254.718629864175,49347651.38152869,0.680732307902361
AH3123ITC1725689,HARI OM GENERAL,21.170194,72.780174,Retail,8172.410000000001,10831.28,10131.76,7753.7,8913.46,11746.32,9545.1693,4802.6828,10513.4865,8791.748099999999,4060.0814,5652.9302,100915.0283,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,28229.587,62220.9028,0.0,206.64,1733.19,0.0,0.0,0.0,0.0,0.0,0.0,635.2274,0.0,7406.7248,0.0,0.0,0.0,0.0,482.7563,0.0,0.0,0.0,9741.171875,255.34107594785,37.22855473362984,17.2129668772481,20.88,42565.75833318987,70.0,0.0,0.0,0.0,0.0,0.0,49.0,98.0,12,-0.30829092030376504,0.29148020646911105,31111.186947087495,49378762.568475775,0.6811614750359359
AH3073CIS659KH1261,OLD BABA RAMDEV,21.195658,72.731189,Retail,4683.29,5686.460000000001,4521.64,8263.67,7224.079999999999,9756.730000000001,984.84,170.6704,5427.2515,2455.9256,51.4907,1850.8723,51076.9205,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,19684.1958,12383.1991,2480.6181,1239.836,5492.8132,0.0,0.0,0.0,0.0,0.0,0.0,1928.8,0.0,7867.4583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9534.279296875,214.826015416831,38.32803367432628,25.3150452350583,11.91,62063.2016437742,99.0,0.0,0.0,0.0,0.0,0.0,79.0,159.0,12,-0.6047922934516964,0.7526522571596056,30890.927891644966,49409653.49636742,0.6815876037786058
AH3125CIS1619554,GARIB DANA GENERAL 9024677790/9724677790,21.188538,72.817759,Retail,11291.5,7917.160000000001,7475.280000000001,11015.036652,11334.74,11313.69,9977.927499999998,8601.4308,2813.582800000001,10084.2752,6893.099499999999,8024.0867,106741.809152,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,594.1338,0.0,0.0,65245.932799,318.4681,1601.4366,10742.174,0.0,0.0,0.0,0.0,0.0,0.0,289.5364,931.499,10953.925173,0.0,0.0,0.0,0.0,12668.12208,0.0,0.0,3396.5812,12044.2099609375,456.539236702425,55.04330196124161,13.5332889376593,19.97,82304.58155828156,132.0,0.0,0.0,0.0,0.0,0.0,82.0,165.0,12,-0.28936928663151135,0.28244860206429284,30887.801168071168,49440541.29753549,0.682013689389299
AH3073CIS659EXP23-54,MAHAVEER SUPER MARKET,21.191863,72.779713,Retail,8076.829999999999,3918.61,728.3100000000001,3620.22,1451.18,2130.591101,1741.362,4193.6819,3542.6263,2547.8008,3186.0252,1235.403,36372.640301,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1264.7433,0.0,20604.3197,8890.13853,0.0,206.636171,114.234,0.0,0.0,0.0,0.0,0.0,297.976,160.823,2857.6553,1549.7341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.3802,10841.4853515625,113.012466967244,25.66541423834992,36.6463386033091,20.68,35461.25026607051,36.0,0.0,0.0,0.0,0.0,0.0,80.0,161.0,12,-0.8470435802163908,0.6443805319459661,30809.21146248202,49471350.50899797,0.6824386908845343
AH3123ITC17214213,NEW PATEL TRADERS,21.134687,72.800503,Retail,11567.86,13851.09,8667.16,13504.76,12180.589521,13748.99,11784.0322,15423.3354,13369.7006,20018.9,13745.5676,9301.467600000002,157163.452921,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,212.1237,0.0,103682.6804,46090.438921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.13,1216.5457,5936.5342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8739.5048828125,57.4827274473833,15.43542482837064,132.552094375728,17.42,20854.65295587147,13.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,12,-0.19592149282579516,0.22309596700711729,30791.698313938894,49502142.207311906,0.6828634507924664
AH3123ITC172355-EXP2019,STUTI FOODS,21.147052,72.805455,Retail,6323.93,11880.27,2519.52,2519.52,2519.52,2902.74,4666.379999999999,7571.8058,2696.7689,3214.8763,3732.9531,2696.7995,53245.08360000001,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,52817.4536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.5,10202.107421875,92.896912415785,22.96827640676396,30.7433880362116,20.8,37638.52758996458,42.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,12,-0.5735563961017004,0.6456291723713188,30539.05825974976,49532681.265571654,0.683284725625783
AH3073CIS659EXP23-56,DEV KRUPA PROVISION,21.193702,72.783547,Retail,4648.719999999999,1453.11,5509.969999999999,6521.59,141.21,7956.979999999999,2351.6808,2174.0945,535.2226999999999,2529.2711,577.9408999999999,593.6125999999999,34993.40259999999,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,824.55,0.0,17730.1984,8685.5469,1379.2066,0.0,161.7524,0.0,365.12,0.0,0.0,0.0,550.4572000000001,514.5830000000001,2330.467,1267.4699,0.0,310.48,0.0,0.0,0.0,0.0,0.0,873.5712,13787.986328125,162.06394712843,29.96527833871352,27.4198021399627,19.71,37965.65348537332,79.0,0.0,0.0,0.0,0.0,0.0,72.0,144.0,12,-0.8723062262298282,0.8985764735966508,30524.962964947048,49563206.2285366,0.6837058060198044
AH2886ITC2575276,GURUKRUPA NAMKEEN,21.200913,72.867992,Retail,4724.3,5172.949999999999,5238.54,4912.48,3101.68,7115.9,180.3268000000002,442.5688,1457.2326,1377.3274,513.7549,0.0,34237.0605,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26926.6346,636.9362,0.0,3349.6826,0.0,0.0,0.0,0.0,0.0,0.0,321.633,0.0,2500.4256,0.0,0.0,0.0,0.0,501.7485,0.0,0.0,0.0,11568.978515625,331.744012140972,58.46104039768561,21.7627656482863,12.94,90980.08112148264,192.0,0.0,0.0,0.0,0.0,0.0,100.0,201.0,11,-0.8912526935205445,0.7794893313416874,30513.87238885084,49593720.100925446,0.6841267334234958
AH3125CIS1617203,KHOSHBU PAAN CORNER 9016126072,21.200482,72.832952,Retail,3783.36,3496.85,3790.96,3343.42,8340.939999999999,3346.2,4170.2177,2126.1344,1324.7196,3364.3618,1849.3311,885.0956,39821.5902,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,439.38,36278.7351,0.0,0.0,527.7606000000001,0.0,0.0,0.0,0.0,0.0,0.0,160.823,0.0,2414.8915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10216.2275390625,379.253468092732,68.2214405830548,10.6276580621549,16.92,76331.74694177056,108.0,0.0,0.0,0.0,0.0,0.0,76.0,152.0,12,-0.766055675378297,0.5739344299703102,30505.55517529877,49624225.65610074,0.6845475460943516
AH3123ITC17213143,SIKOTAR NAMKEEN,21.157511,72.778236,Retail,2727.4,5101.120000000001,5425.51,5722.959999999999,6390.01,675.1899999999996,1865.12,4926.669000000001,4310.971200000001,4568.247400000001,5238.396200000001,996.2780000000001,47947.8718,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,1274.1132,0.0,0.0,0.0,40748.0682,0.0,765.0,1815.2723,0.0,0.0,0.0,0.0,0.0,0.0,432.2404,0.0,2405.5695,0.0,0.0,0.0,0.0,507.6082,0.0,0.0,0.0,9507.541015625,178.254939624977,30.46698086347572,24.4650203116958,20.91,45275.71771956108,88.0,0.0,0.0,0.0,0.0,0.0,76.0,153.0,12,-0.6347151132944802,0.4831249719072926,30433.23888176621,49654658.89498251,0.6849673611891118
AH2988CIS149458,SHIVAM MEDICAL,21.113358,72.857855,Retail,3002.946235,1417.22,2551.713448,5720.513856,2937.11,2542.16,1912.501225,18904.2079,3508.2813,1204.1162,3336.8616,1110.9414,48148.57316400001,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,39398.664984,0.0,2014.7166,3313.40988,0.0,0.0,0.0,0.0,0.0,0.0,244.583,0.0,2231.2417,0.0,0.0,0.0,0.0,777.0684,0.0,0.0,168.8886,12270.5791015625,316.197057558472,45.0605038301836,20.0645583089038,14.92,58512.13783153376,98.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,12,-0.6300495203502603,1.2100810462402711,30335.98542752762,49684994.88041004,0.6853858347090148
AH3123ITC1723411,ABHISKEH TRADERS,21.157068,72.778748,Retail,4989.700000000001,3205.86,2800.44,8450.54,6956.809999999999,6922.97,5429.950900000001,7384.444600000001,4540.3032,2655.098,4232.655900000001,2469.6924,60038.465,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,2778.4762,0.0,43900.5693,0.0,851.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.13,7408.6636,2277.9278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2796.5481,9507.541015625,178.254939624977,30.46698086347572,24.4650203116958,20.91,45275.71771956108,88.0,0.0,0.0,0.0,0.0,0.0,76.0,153.0,12,-0.5050419063269325,0.4090019890346185,30321.94081654281,49715316.82122658,0.6858041144887868
AH3123ITC17213-EXP2019,GAYATRI DAIRY N PRO STORE,21.154076,72.811303,Retail,7251.349999999999,2705.23,2466.03,4844.04,6665.629999999999,4056.84,3204.41,6644.0286,774.394,4052.355,9220.6025,3269.9035,55154.8136,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,42668.666,496.7444,2833.1575,509.1494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8647.096300000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8205.171875,327.34541410729,46.6715331606096,13.3057925245758,16.05,64356.76822836589,114.0,0.0,0.0,0.0,0.0,0.0,47.0,94.0,12,-0.5490627952035759,0.5246942257250428,30283.456124148204,49745600.27735073,0.686221863386688
AH3123ITC1728263,GOLDEN KARIANA,21.18152,72.83782,Retail,5046.47,2354.81,2527.71,3941.46,3757.91,2899.82,3707.1417,439.7616,3315.2492,4685.5247,1546.1286,676.1595,34898.1453,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,20672.9448,147.21,109.9128,4599.5544,0.0,0.0,0.0,0.0,0.0,0.0,924.673,0.0,5278.9214,0.0,0.0,0.0,0.0,3164.9289,0.0,0.0,0.0,14233.1494140625,419.417010990171,53.315689962946,8.77380858664185,12.92,75087.59231816199,157.0,0.0,0.0,0.0,0.0,0.0,65.0,130.0,12,-0.8660133717230329,0.5047935222626488,30222.26047813331,49775822.53782886,0.6866387681136474
AH2886ITC2577094,GOKUL BAKERY&SWEET,21.204958,72.874668,Retail,5648.42,6360.720000000001,3151.66,6428.869999999999,2896.51,7279.370000000001,5405.669335000001,515.0378,3118.158599999999,1256.7824,5555.3561,2235.9921,49852.546335,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,41456.647535,0.0,0.0,1775.1736,0.0,0.0,0.0,0.0,0.0,0.0,1459.4057,0.0,1202.9822,0.0,0.0,0.0,0.0,3958.3373,0.0,0.0,0.0,13820.654296875,343.139208271777,54.9932105670576,14.1881287103078,12.96,59683.0476076015,123.0,0.0,0.0,0.0,0.0,0.0,98.0,196.0,12,-0.6041384847442994,0.5360369742833831,30117.841803471878,49805940.37963233,0.6870542324242264
AH3073CIS659KH13273,AKASH GENRAL STORE,21.194622,72.66275,Retail,11141.67,11479.04,8897.9,12740.55,14225.18,14525.992,15546.4635,4516.0199,5730.720899999999,9456.6809,10398.6468,8521.7938,127180.6578,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,3087.8717,0.0,59678.8411,24069.4473,6980.651599999999,206.64,16722.1397,0.0,0.0,0.0,0.0,0.0,0.0,804.0532000000001,937.3192,12254.7005,0.0,0.0,0.0,0.0,1659.4532,0.0,0.0,779.5403,5031.333984375,89.0396070694039,8.7975913995124,51.8433893026318,10.06,16866.43820754317,5.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,12,-0.23514214655431057,0.3218102767448525,29905.53287528122,49835845.912507616,0.6874667680129182
AH3123ITC1723970,MADHURAM PROVISION & KIRANA STORE,21.174208,72.807798,Retail,10817.04,11929.42,10450.83,11164.89,18354.36,8815.060000000001,11413.65,10499.1753,10511.643,17610.5048,6021.692499999999,8439.4038,136027.6694,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,4108.701,0.0,80862.43119999999,28698.8591,0.0,619.92,0.0,0.0,2692.7198,0.0,0.0,0.0,0.0,440.3991,10502.9814,0.0,0.0,0.0,0.0,0.0,5432.1043,0.0,0.0,2669.5535,12659.38671875,222.399831072949,42.8975771150748,22.7829007657541,17.45,49963.28742623064,99.0,0.0,0.0,0.0,0.0,0.0,46.0,92.0,12,-0.219804697033549,0.3083986926974031,29899.520660646765,49865745.43316826,0.6878792206653683
AH3123ITC17211939,RAJESH STORE,21.152296,72.826836,Retail,2678.89,1961.38,1965.36,3227.099999999999,5175.900000000001,4208.11,2764.08,1382.0228,826.8725000000001,2417.3226,5487.4546,199.4704,32293.9629,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,188.63,0.0,0.0,22376.0785,307.1588,408.88,0.0,0.0,176.7982000000001,0.0,0.0,0.0,0.0,0.0,310.76,312.6855,0.0,0.0,0.0,0.0,260.998,0.0,0.0,7951.9739,10974.9287109375,352.220998320412,69.6665911009864,11.8150115013975,13.9,76117.25304217127,187.0,0.0,0.0,0.0,0.0,0.0,100.0,201.0,12,-0.9255399064534469,0.6045804504061483,29889.35140147708,49895634.78456974,0.6882915330367094
AH2886ITC2579925-NEW,NEW ITALIYAN BAKERY,21.204619,72.839148,Retail,4670.54,7278.320000000001,10181.116666,8961.96,6299.25,4128.81,3230.0457,2129.3772,826.7534999999999,1020.4481,1012.6725,1976.2521,51715.545766,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,50515.520666,0.0,0.0,54.8326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.52,0.0,0.0,0.0,0.0,1012.6725,0.0,0.0,0.0,14160.6953125,244.440387837242,44.7685188932868,17.6904423714031,10.43,53133.33311714986,63.0,0.0,0.0,0.0,0.0,0.0,103.0,206.0,12,-0.5768686061995879,0.7477650056898358,29833.07480488342,49925467.85937462,0.6887030690935471
AH3125CIS1617411,JALARAM GENRAL 9998272844,21.18762,72.820619,Retail,8695.5,5461.400000000001,4451.690000000001,7545.690000000001,5338.290000000001,6541.47,4310.5317,5550.314,6461.998000000001,4059.9099,5665.9433,4939.2193,69021.9562,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,58469.6402,989.4348,413.28,5068.6966,0.0,0.0,0.0,0.0,0.0,0.0,895.866,0.0,2795.6395,0.0,0.0,0.0,0.0,389.3991,0.0,0.0,0.0,12113.8359375,230.564011121285,39.77662098300224,20.548909565314,19.95,41303.26236055233,63.0,0.0,0.0,0.0,0.0,0.0,73.0,147.0,12,-0.4319798401471529,0.23794892835128387,29816.09360591979,49955283.95298054,0.6891143709011258
AH3073CIS659EXP20KH0109,S K GENERAL,21.220423,72.796493,Retail,2858.09,3633.37,5201.84,4457.0,4204.93,3045.2,4014.659200000001,4330.4348,4652.9242,4235.7969,3897.203600000001,987.7783000000002,45519.227,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,18423.5431,793.1511,191.25,12478.8046,0.0,0.0,0.0,0.0,0.0,0.0,1286.4832,0.0,4894.3801,0.0,0.0,0.0,0.0,7451.6149,0.0,0.0,0.0,9474.078125,429.155902457481,63.89530012503359,13.1004268923326,12.44,59157.50233496258,81.0,0.0,0.0,0.0,1.0,0.0,78.0,154.0,12,-0.6543921639974057,0.2888717674615088,29787.425460019138,49985071.37844056,0.6895252772424043
AH3123ITC1726845,GENERAL KIRANA,21.161033,72.83972,Retail,5769.33,2760.25,3600.63,3287.349999999999,1551.69,4849.439999999999,1634.671,3319.528299999999,2215.6899,2118.351099999999,1598.8835,614.5065999999999,33320.32039999999,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,400.7537,0.0,24992.4721,1489.1668,318.4682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788.6034,4106.8714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.9848,11709.9052734375,313.878642792444,63.09001241840999,13.6409337148924,14.95,84712.44338387378,160.0,0.0,0.0,0.0,0.0,0.0,108.0,217.0,12,-0.8934873546840112,0.5330922463017529,29771.284931419683,50014842.66337198,0.6899359609311557
AH3123ITC1729423,TULSI STORE GRAIN & PROVISION,21.149419,72.786617,Retail,17140.57,18907.47,17753.29,10988.6,14814.13,18941.14,19355.388338,14962.3931,9166.050000000001,21957.45990000001,4908.040300000001,14372.2765,183266.808138,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1022.2098,0.0,126462.228038,38200.6066,2657.0231,206.64,215.6742,0.0,0.0,0.0,0.0,0.0,-0.0002,668.37,7932.2967,2929.1448,0.0,0.0,0.0,276.95,0.0,0.0,0.0,2695.6651,10179.8564453125,76.5073382660508,20.25380279755364,70.5780872290882,25.73,15248.22392413793,19.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,12,-0.1615053350034356,0.31947034243117756,29598.56724333805,50044441.23061532,0.6903442620443005
